screen_name,fav,rt,tweet,tweet_url
AstroHague,5046,794,It was a great day to capture a #Dragon🐉 @Astro_Christina and I captured the visiting vehicle using @Space_Station’… https://t.co/zS4WpWYKwK,https://twitter.com/AstroHague/status/1155144315317956609
NASA,5084,859,"Grab a cup of coffee and watch us catch a #Dragon! 🐉

Live coverage of the rendezvous, capture and docking of the… https://t.co/WjearR41Vo",https://twitter.com/NASA/status/1155081932314689536
Space_Station,3718,519,The @SpaceX #Dragon is just 30 meters away from the station and holding before beginnng its final approach to its c… https://t.co/shoRI7rSLy,https://twitter.com/Space_Station/status/1155092439180300290
tictoc,1228,458,"WATCH: A @SpaceX Dragon cargo spacecraft docks at the International Space Station (@Space_Station) with 5,000 pound… https://t.co/vctOAzXJmY",https://twitter.com/tictoc/status/1155119348257705985
joshuawongcf,774,427,"Last week, Pro-Beijing Gangster attack ordinary citizen at #YuenLong station. Now, police beaten HK peaceful reside… https://t.co/MhVWq6SHFG",https://twitter.com/joshuawongcf/status/1155126101171027969
SaharaReporters,1002,1143,"VIRAL VIDEO: Police Shoot UNIPORT Student, Watch Him Bleed To Death In Station

@PoliceNG @frankmbablog @AsoRock… https://t.co/syrI3Evm2x",https://twitter.com/SaharaReporters/status/1155005922793676800
DevinNunes,18234,5769,Corn ready for to be cut! https://t.co/jXHBgN3Um3,https://twitter.com/DevinNunes/status/1155172807480754177
CharlieDaniels,2042,613,"Congress is like a batch of shelled corn, it has to be stirred up and turned over once in a while to keep the rotte… https://t.co/4C8eNcKSHT",https://twitter.com/CharlieDaniels/status/1155134740883595267
TPSOperations,92,605,"Missing Boys:
Victoria Park/ St Clair Ave,
Anthony Grey, 14, 5'4, brn eyes, blk hair..corn rows. Wearing blue jkt,… https://t.co/80IeLAC6h2",https://twitter.com/TPSOperations/status/1155115429142114308
PokemonGoApp,3601,396,"🌽🌽 What do you even need this much corn for? 🌽🌽
📍🚀: Somewhere in the Midwest, USA? 
#TeamGORocket #CornyContent… https://t.co/nXDoW6QdvK",https://twitter.com/PokemonGoApp/status/1155583741298917379
TriumphICDHQ,188,19,"NO CHOLESTEROL, NO MSG, NO HIGH FRUCTOSE CORN SYRUP, NO STRINGS ATTACHED WAS BETTER THAN FRIENDS WITH BENEFITS! https://t.co/CriXZE3GNr",https://twitter.com/TriumphICDHQ/status/1155265452580491264
seananmcguire,711,29,Look at my gorgeous candy corn dice from @IScreamDice! https://t.co/LDgXeSshOw,https://twitter.com/seananmcguire/status/1155305284731936775
TheStateOfTheU,106,24,100 Greatest Plays In Miami History: #26-Eight Laterals On Kickoff Beats Duke In 2015 https://t.co/TU85uelsWp https://t.co/IrZCWiWgI1,https://twitter.com/TheStateOfTheU/status/1155508232972095493
MikeGiardi,134,25,"Belichick has taken his team to movies, had 3-point shooting contests and corn hole. He's always evolving. This was… https://t.co/AwjZ1NyWTJ",https://twitter.com/MikeGiardi/status/1155547528810631168
trishstratuscom,321,24,We had the best little day trip yesterday to @clovermead!! It’s an old fashioned adventure farm. What a darling dis… https://t.co/4EhkszrzNY,https://twitter.com/trishstratuscom/status/1155107454335836160
ibogost,227,21,Y or N to this 1973 Corn Nuts serigraph? https://t.co/KqiqFudg6b,https://twitter.com/ibogost/status/1155304345031913472
InsiderFood,75,24,"This isn't your average ""corn"" cob https://t.co/UBMPblYgIi",https://twitter.com/InsiderFood/status/1155146577628893191
SAVEURMAG,37,12,"As a nod to the beloved Mexican street snack elote, this grilled-corn chowder is finished with crema, cotija cheese… https://t.co/bIrPTHMUIC",https://twitter.com/SAVEURMAG/status/1155498898821124097
BlueAlertUs,30,9,Modesto’s Dutch Hollow Farms Plants Seeds for Corn Maze Honoring Fallen Police Corporal Ronil Singh… https://t.co/Pr5VwYN1fo,https://twitter.com/BlueAlertUs/status/1155600550597222400
BTS_twt,209643,71095,@CalSnape Korean landscape is also very nice. I hope you have a chance to take the picture of it 😆🤓🐯,https://twitter.com/BTS_twt/status/1155379533144420352
Billbrowder,8253,4395,This sounds very alarming and ominous. I hope ‘severe allergic reaction’ does not mean poisoning. There’s nobody Pu… https://t.co/zJW077dAgL,https://twitter.com/Billbrowder/status/1155513913808695299
DavidLammy,19456,4217,"In July 2015 £1 was worth €1.44.

In July 2019 £1 is worth €1.11.

Hope @Jacob_Rees_Mogg bringing back imperial mea… https://t.co/KqCn5jbNEn",https://twitter.com/DavidLammy/status/1155016754592174082
VP,9255,1781,"Inspiring day in Jacksonville, FL yesterday visiting two amazing examples of the American dream! This Administratio… https://t.co/eoS6A8CYwe",https://twitter.com/VP/status/1155142315947843590
mchooyah,7624,1844,Its odd that people rush to escape socialist countries to come here illegally with the hope of voting for socialists.,https://twitter.com/mchooyah/status/1155250249461637122
shanedawson,103055,4374,Happy Birthday Eugenia!!! hope u have the best day ever! you deserve it! 😭❤️❤️ https://t.co/bY7o5F0YmL,https://twitter.com/shanedawson/status/1155172032167833602
sonamakapoor,12885,803,"Many many happy returns of the day @dulQuer! They say the number 28 represents leadership, self-determination and i… https://t.co/21XnZOAbn1",https://twitter.com/sonamakapoor/status/1155418419631554560
Arsenal,10009,897,"🤳 “Hi guys this is Abou - I hope you’re good. I wish you a very good season.”

So good to see you back in north Lon… https://t.co/ZKpokGahug",https://twitter.com/Arsenal/status/1155580939176595457
MsKajalAggarwal,30577,2040,"Happiest birthday, @dhanushkraja! Hope you have a wonderful day and a year full of happiness and love 😊 stay blesse… https://t.co/UUTuopMXIc",https://twitter.com/MsKajalAggarwal/status/1155364217664315395
tribelaw,9399,2379,"We like to think “This is not who we are.” But it IS who we are, sadly. Otherwise not even Russia could’ve put Trum… https://t.co/622LrkYq8n",https://twitter.com/tribelaw/status/1155421539195662337
Payal_Rohatgi,3981,924,Is  #Article35A getting removed ? If YES great else EVICT all Kashmiri’s from Kashmir into other states of India. H… https://t.co/zJeaBugg4G,https://twitter.com/Payal_Rohatgi/status/1155148852598575104
JuiceWorlddd,13315,2020,I hope everyone is having a blessed day and is in high spirits🖤 999,https://twitter.com/JuiceWorlddd/status/1155284050099281920
9GAG,36753,15354,Every 20th Century Fox movie: https://t.co/6QYrudnmfz,https://twitter.com/9GAG/status/1155418368226160640
kenolin1,3841,1852,"Sanctioned Russian Oligarch to Invest Millions in Plant in Mitch McConnell's State
Really, Mitch?
You sold us out.… https://t.co/JvPQXxvoZd",https://twitter.com/kenolin1/status/1154963127139631104
IGGYAZALEA,3713,315,"For Sale: 

Mid century - modern vessel. 

A transitional piece with 
Sleek lines &amp; mild wear. 

$104.00 https://t.co/DPmSum9hFq",https://twitter.com/IGGYAZALEA/status/1155255099251236864
Arsenal,4320,294,🇪🇸 @DaniCeballos46 is our 15th signing from @LaLiga since the turn of the century... but how many can you name? 🤔,https://twitter.com/Arsenal/status/1155317201391325184
labourpress,960,459,"""We don’t have to be a nation of food banks. Modern Britain, 21st Century, fifth richest country in the world. That… https://t.co/zyxPJbOStH",https://twitter.com/labourpress/status/1155394057922912257
chicagotribune,371,295,"100 years ago today, a weeklong race riot began that left 38 Chicagoans dead — 23 black and 15 white.

A century la… https://t.co/47HA5YsYNv",https://twitter.com/chicagotribune/status/1155092326211096581
overtime,1830,458,THE BATTLE OF THE CENTURY 🚨 @MANILOVE24 @IamDyckman https://t.co/Zu9WNnRUcz,https://twitter.com/overtime/status/1155524580607479808
TEDTalks,1753,642,How to encourage kids to think critically from an early age: https://t.co/6qnzEpe33i,https://twitter.com/TEDTalks/status/1155108021955174400
CNN,431,174,"#FareedsTake: Boris Johnson ""is bad for Britain, for Europe and for the United States,” @FareedZakaria says.

“…We… https://t.co/hEfgkHpkp6",https://twitter.com/CNN/status/1155485792279695360
McFaul,739,219,"Russia is a great country. Russians are fantastically talented, innovative, and entrepreneurial, with so much poten… https://t.co/Oe4tiDjrn8",https://twitter.com/McFaul/status/1155173385015402496
drvox,262,185,My new post: The Republican Ohio legislature has just passed the worst energy bill of our new century. It locks rat… https://t.co/VqlYxejQlP,https://twitter.com/drvox/status/1155146710831771654
obianuju,711,207,"Ah, where have we heard this exact logic🤔

“if you are against slavery, don’t own slaves”
-18th century anti-abolit… https://t.co/l7KsdjeEHM",https://twitter.com/obianuju/status/1155188932302258177
marcushjohnson,624,249,"The critical national divide isn’t urban vs rural. It isn’t “elites,” vs the “regular people.” Its multiculturalism… https://t.co/is3vjB0e95",https://twitter.com/marcushjohnson/status/1155162930276634624
FareedZakaria,249,101,We are watching the shriveling of a group of nations that have defined and dominated the international stage since… https://t.co/N21XmDL7v0,https://twitter.com/FareedZakaria/status/1155478573655851009
Luke5SOS,68574,12799,"Stoked for this new music 🤘🏼These songs come from a real place, navigating the ups and downs of my current relation… https://t.co/sb7CPMeKJF",https://twitter.com/Luke5SOS/status/1155185291528773632
JackPosobiec,26233,12108,"Last 3 Baltimore mayors

- Sheila Dixon: Convicted of stealing gift cards from the poor

- Stephanie Rawlings-Blake… https://t.co/6EZkjHciE7",https://twitter.com/JackPosobiec/status/1155529948641165312
SaraCarterDC,48197,15391,".@RandPaul on @IlhanMN: ""I’m willing to contribute to buy her a ticket to visit #Somalia... she can look and maybe… https://t.co/pPjcKQj9j6",https://twitter.com/SaraCarterDC/status/1155062878375940096
charliekirk11,32904,12434,"This is your daily reminder Hillary Clinton deleted over 33,000 emails from a private server, as Secretary of State… https://t.co/Ua3qcXPToX",https://twitter.com/charliekirk11/status/1155380351654477824
DUALIPA,37557,3147,The show tonight with @AndreaBocelli got cancelled due to bad weather. So sad we didn’t get the chance to perform o… https://t.co/RkQMK8vxJH,https://twitter.com/DUALIPA/status/1155177987576410112
FortniteGame,30738,3506,"After securing 59 points, @bugha is your first ever #FortniteWorldCup Solo Champion! 🏆🎉 https://t.co/O5WAcVvjRA",https://twitter.com/FortniteGame/status/1155594444995014657
brianschatz,25060,3398,Just got off the phone with several republicans who tell me that after these last racist tweets that Monday they ar… https://t.co/bjyjNpf4di,https://twitter.com/brianschatz/status/1155287864340619264
ScottPresler,6758,3068,"Next week, I'm coming to Baltimore. 

I'm organizing a trash clean up in the city. 

If you're free on a week day,… https://t.co/k9yzNng1QP",https://twitter.com/ScottPresler/status/1155606282079854594
espn,37241,7511,"""Just never give up man. ... I use my mom as my motivation.""

Erica Wheeler was in tears after becoming the first u… https://t.co/dpv7bdRQqa",https://twitter.com/espn/status/1155234227954356224
muftimenk,21169,9324,Why are you being tested again  &amp; again; one hardship after another while others have it so easy? Until you’re brok… https://t.co/Z72jAvlW4H,https://twitter.com/muftimenk/status/1155215793073860610
shekharkapur,16188,4174,Started life as refugee of Partition. Parents gave everything to make a life for kids. Was always in fear of ‘intel… https://t.co/2FWsrk6Ghl,https://twitter.com/shekharkapur/status/1155031590566805506
shaunwalker7,3063,2133,Reports that Russian opposition leader Navalny has been moved to hospital wing of prison after a “serious allergic… https://t.co/rzHR6GENz1,https://twitter.com/shaunwalker7/status/1155418236143489024
RyanAFournier,4117,1693,"Give this a retweet and follow @PoliticalKathy. 

After being de-throned as Miss Michigan for being a conservative… https://t.co/uO8J5fW3f7",https://twitter.com/RyanAFournier/status/1155589218950889472
EpochTimes,3214,1755,#Michigan Candidates are calling for Congress to formally censure @RashidaTlaib after her father exposed her for… https://t.co/Rn47qc0xOt,https://twitter.com/EpochTimes/status/1155514502177275905
LilNasX,777732,101709,"wow man last year i was sleeping on my sisters floor, had no money, struggling to get plays on my music, suffering… https://t.co/cSQGFIL5Vj",https://twitter.com/LilNasX/status/1155533398351458304
katehalliwell,300237,75286,congrats to the fanfic community on this momentous day https://t.co/O6vKbxHQhy,https://twitter.com/katehalliwell/status/1155251826448461824
richbrian,170717,23113,i saw this on the tl and straight up thought i had a girlfriend https://t.co/4lHB6Am4M8,https://twitter.com/richbrian/status/1155545101541658624
iamwandasykes,155695,47273,"If you’re a Trump supporter and not a racist, you should find this upsetting.  If it doesn’t upset you, then you’ve… https://t.co/KRyPQEJtbv",https://twitter.com/iamwandasykes/status/1155143359113191429
